K,normalized_K,inverse_K,alpha,seed
169,6.579542602347331,0.0018736177364325245,0.3,522
92,3.5817628367807957,0.014223634369061492,0.3,523
239,9.304796934680546,0.0005901698258681776,0.3,524
323,12.575102133480403,0.00021625272890920855,0.3,525
299,11.640729219537587,0.00027972591937697384,0.3,526
296,11.523932605294734,0.0002892883653533307,0.3,527
290,11.29033937680903,0.000309725296955497,0.3,528
268,10.433830872361447,0.0004028908066552236,0.3,529
210,8.175762996999643,0.0009083203032825682,0.3,530
272,10.589559691351917,0.00038347788569361764,0.3,531
239,9.304796934680546,0.0005901698258681776,0.3,532
